Key,Row ID
3000,220
3001,1570
3002,3484
3003,4132
3004,4960
3005,6550
3006,8029
3007,10522
3008,10549
3009,10648
3010,11645
3011,12069
3012,12161
3013,13524
3014,13528
3015,13779
3016,13847
3017,13879
3018,15380
3019,15953
3020,16653
3021,16681
3022,16988
3023,18241
3024,19195
3025,21191
3026,21209
3027,21286
3028,21316
3029,21586
3030,22096
3031,22732
3032,22999
3033,23013
3034,23499
3035,24341
3036,24443
3037,25026
3038,25314
3039,25330
3040,25438
3041,25795
3042,26341
3043,26634
3044,26669
3045,27704
3046,27962
3047,28046
3048,28701
3049,28879
3050,28932
3051,29047
3052,29272
3053,29600
3054,29601
3055,30190
3056,30191
3057,30199
3058,30570
3059,31192
3060,31784
3061,31806
3062,31980
3063,32298
3064,32543
3065,32735
3066,32941
3067,34577
3068,35395
3069,35594
3070,36178
3071,36423
3072,37311
3073,37817
3074,38198
3075,38411
3076,38540
3077,39501
3078,39977
3079,40046
3080,40155
3081,40936
3082,42336
3083,45616
3084,45794
3085,46366
3086,46630
3087,47221
3088,47905
3089,48360
3090,49085
3091,49463
3092,50411
3093,50788
